possession_id,outcome,offensive_supercluster,defensive_supercluster,matchup,z_off_0,z_off_1,z_off_2,z_def_0,z_def_1,z_def_2
22400191_46,-0.22506365915304427,0,0,"(0, 0)",0.21,-1.14,0.5200000000000001,0.43,-2.81,-1.49
22400462_4,1.1254628573722416,0,0,"(0, 0)",0.92,4.5600000000000005,-0.25,0.0,0.9300000000000002,-0.33999999999999997
22400867_47,-1.4468726885227479,0,0,"(0, 0)",-2.07,1.8699999999999999,-0.63,3.1100000000000003,-0.62,-0.58
22400438_438,-0.8724031181115307,0,0,"(0, 0)",0.0,-1.7699999999999998,-0.98,1.5,-0.8500000000000001,-0.6799999999999999
22400869_109,1.6923731568445655,0,0,"(0, 0)",0.03,4.42,1.13,1.05,-0.9099999999999999,0.94
22400425_63,-1.0236173898935441,0,0,"(0, 0)",-1.3,3.52,-1.94,0.24,-0.6,-0.9900000000000001
22400076_594,1.2106034166436934,0,0,"(0, 0)",0.0,4.63,0.15000000000000002,0.41,-1.74,1.29
22400603_503,-0.6816388611336311,0,0,"(0, 0)",-3.87,8.36,0.32,0.0,-3.46,-0.51
22400031_140,0.6715012894814341,0,0,"(0, 0)",-0.41,0.89,-2.74,3.81,-0.9,1.8599999999999999
22400602_352,-1.190384180118127,0,0,"(0, 0)",0.91,3.84,0.27000000000000013,0.44,-0.44999999999999996,0.8799999999999999
22400992_105,0.8150248730506812,0,0,"(0, 0)",0.21,1.6,-3.3499999999999996,0.43,-1.9300000000000002,1.43
22400543_596,-0.20888250241185355,0,0,"(0, 0)",0.51,2.68,-0.07999999999999996,3.1100000000000003,-0.62,0.8700000000000001
22400537_84,1.4053416982070892,0,0,"(0, 0)",-1.65,6.279999999999999,-2.29,-0.43,0.39,-2.67
22400048_321,-0.6113060125625234,0,0,"(0, 0)",1.39,4.6899999999999995,-1.25,2.89,0.77,2.3499999999999996
22401007_413,0.2261724389665815,0,0,"(0, 0)",0.0,1.17,-3.08,-0.26,-0.58,0.6699999999999999
22400166_30,-1.6990578615792962,0,0,"(0, 0)",-0.38,-1.19,-3.09,1.77,-0.63,-0.03
22400217_560,0.5545815724337949,0,0,"(0, 0)",0.0,-1.18,-3.8,1.53,-0.61,-1.84
22400688_402,-1.2955039770311345,0,0,"(0, 0)",-0.34,0.8,-4.17,1.31,-0.62,0.5599999999999999
22400222_70,-0.6604858000617629,0,0,"(0, 0)",-0.1,5.2,-1.18,0.49,0.45000000000000007,-0.09
22400491_581,1.1239812419257036,0,0,"(0, 0)",0.48,2.26,0.0,1.99,-1.34,-0.07000000000000006
22400107_665,1.0167531420443903,0,0,"(0, 0)",5.15,2.37,1.9,2.54,-0.7399999999999999,-1.28
22400195_540,0.2321491545769743,0,0,"(0, 0)",-1.65,3.92,-3.71,0.83,0.81,0.01999999999999999
22400911_250,1.0463329587426247,0,0,"(0, 0)",0.15999999999999992,0.0,-0.4,3.0,0.53,2.55
22400875_463,0.48208035814891814,0,0,"(0, 0)",-1.3,0.8,-5.85,2.4299999999999997,0.0,0.64
22400416_575,-1.3695361183411678,0,0,"(0, 0)",0.63,1.53,-3.89,0.0,-1.98,-1.06
22401051_558,-0.288905625042897,0,0,"(0, 0)",0.0,1.0,-1.57,0.99,-0.62,0.24
22400455_354,-0.9759497627401778,0,0,"(0, 0)",-1.54,-0.34,-3.3500000000000005,2.4299999999999997,-0.66,-0.22
22400704_551,1.2768614117912906,0,0,"(0, 0)",0.92,2.49,-0.61,3.54,-1.3699999999999999,1.71
22400271_256,0.3499043955271567,0,0,"(0, 0)",-0.82,3.81,0.25,0.0,-1.06,2.25
22401055_541,0.49995130530381665,0,0,"(0, 0)",2.1,0.07000000000000006,-0.07999999999999996,1.43,1.0,0.9800000000000001
22400515_67,-0.520497558120537,0,0,"(0, 0)",-0.1,5.2,-4.029999999999999,0.93,-1.25,-0.03
22400965_419,-0.5765539604814676,0,0,"(0, 0)",-1.28,1.97,-3.0,1.77,-0.63,0.33999999999999997
22400168_264,0.9220622073283753,0,0,"(0, 0)",-0.1,5.2,-0.79,-0.43,0.39,-1.82
22400324_346,-0.6372337371590966,0,0,"(0, 0)",-0.1,3.39,-3.23,3.54,-0.44,2.07
22400834_220,0.41452665941710054,0,0,"(0, 0)",-0.34,0.8,-4.5600000000000005,2.4299999999999997,0.52,-0.07
22400649_27,-1.2968644509701208,0,0,"(0, 0)",2.9099999999999997,8.36,-0.08,1.95,-0.66,-0.06000000000000005
22400421_529,2.07897857964827,0,0,"(0, 0)",2.83,-0.05,-0.6900000000000001,2.26,0.0,-0.74
22400886_32,0.9740216542525525,0,0,"(0, 0)",0.0,1.59,-4.58,2.12,-0.73,-0.58
22400616_105,-0.0842141112746069,0,0,"(0, 0)",-0.13,2.5300000000000002,-4.01,1.43,-0.31,-0.9199999999999999
22400945_311,-0.19361394291026138,0,0,"(0, 0)",0.91,-0.73,-0.19,2.96,-1.78,0.19
22400135_664,-1.0386767305735833,0,0,"(0, 0)",-1.05,3.84,-2.48,0.0,-2.0300000000000002,0.47
22400726_11,0.7655083703382323,0,0,"(0, 0)",-2.26,1.4100000000000001,0.0,1.77,-0.62,-0.03
22401160_428,0.6623757143092294,0,0,"(0, 0)",-1.22,0.93,-4.58,1.36,-0.9099999999999999,1.69
22400676_436,-0.12770911658006454,0,0,"(0, 0)",0.73,2.26,-1.2999999999999998,1.43,0.07,-2.5
22400589_155,-0.35414278450259135,0,0,"(0, 0)",-0.91,-0.51,-0.82,0.43,-1.49,-2.2300000000000004
22400076_46,0.01044303111256198,0,0,"(0, 0)",0.92,3.87,0.13,3.54,0.33999999999999997,1.2
22400837_235,-0.8728804140157812,0,0,"(0, 0)",0.51,3.25,0.30000000000000016,2.54,-2.75,-0.27
22400986_132,-1.9951949017532333,0,0,"(0, 0)",-0.63,-0.9500000000000001,-2.81,0.0,-0.6,1.6
22400343_7,-1.8875886264905184,0,0,"(0, 0)",-2.32,4.7,1.52,0.74,-0.66,-1.25
22400078_10,0.758277527121469,0,0,"(0, 0)",-1.71,-0.33999999999999986,-0.95,2.54,0.6900000000000001,-1.28
22401052_8,0.31919505873809173,0,0,"(0, 0)",-0.51,5.67,0.32999999999999996,0.41,-2.49,1.27
22400950_303,0.7024086397183812,0,0,"(0, 0)",0.21,-1.14,-3.12,1.14,-2.4699999999999998,-2.27
22400190_287,-0.13344490171931125,0,0,"(0, 0)",-1.3,3.12,0.98,0.0,-0.6400000000000001,2.04
22400204_407,-0.43742763265151563,0,0,"(0, 0)",-0.67,1.39,-1.24,0.71,-1.49,-2.15
22400295_315,-1.7370595512813118,0,0,"(0, 0)",-1.93,0.0,-1.76,2.54,-0.6999999999999998,-0.51
22400096_682,-1.5567082866694186,0,0,"(0, 0)",-2.23,2.76,-0.6,3.42,-1.28,-0.35
22400954_175,1.9063945152245698,0,0,"(0, 0)",-0.28,-2.76,-0.03,1.22,-1.05,-0.21000000000000002
22401087_262,-0.7091204481684374,0,0,"(0, 0)",-1.88,0.4,-1.8399999999999999,0.0,-2.75,-1.2200000000000002
22400845_161,0.18252847674160172,0,0,"(0, 0)",-0.67,-2.57,-4.64,1.03,0.52,4.41
22400468_255,1.8267931824950878,0,0,"(0, 0)",-3.3499999999999996,-0.72,-2.14,2.5599999999999996,-1.12,0.25
22400901_294,-1.33454941079494,0,0,"(0, 0)",-0.67,-2.2800000000000002,0.05,0.99,-0.16,-0.98
22400725_407,-1.6108692216398524,0,0,"(0, 0)",-0.67,4.27,-2.65,0.8599999999999999,-0.94,-4.04
22400931_398,-0.7292013110528472,0,0,"(0, 0)",-0.34,2.5300000000000002,-3.38,1.36,-1.45,1.22
22400716_29,-0.5946647864111607,0,0,"(0, 0)",-1.28,1.72,-1.71,1.53,-0.53,-1.36
22400062_290,-0.8908380112276439,0,0,"(0, 0)",-0.82,4.63,-0.56,1.99,-1.5,-0.7
22400823_422,-0.05283688115967201,0,0,"(0, 0)",0.0,3.56,-0.45999999999999996,0.0,-1.7,1.54
22400656_406,-0.4986424156386207,0,0,"(0, 0)",-0.82,4.63,-0.56,0.67,-0.46,-0.72
22400773_288,0.030803619854462734,0,0,"(0, 0)",0.15999999999999992,4.7,0.63,0.67,0.73,-2.76
22401092_199,-0.4322018712562611,0,0,"(0, 0)",-0.28,-2.76,-3.8,1.36,-0.95,1.53
22400870_110,0.037074588083681255,0,0,"(0, 0)",-2.8,-1.9,-3.75,1.98,0.56,1.22
22400347_614,0.49772448567471544,0,0,"(0, 0)",-1.71,1.0,-0.9299999999999999,-0.87,-4.01,-0.22
22400790_443,0.22573668116011975,0,0,"(0, 0)",-1.05,2.88,0.44,1.41,0.030000000000000027,3.27
22401028_21,0.7122595550783866,0,0,"(0, 0)",-1.22,1.44,-1.33,1.43,-0.3400000000000001,1.59
22400569_271,1.0544737430574498,0,0,"(0, 0)",-0.13,1.73,-5.220000000000001,1.14,-2.38,-2.6300000000000003
22400988_17,-0.09721457709391272,0,0,"(0, 0)",-3.34,-0.05,0.24000000000000002,1.41,-0.18,1.6400000000000001
22401077_45,0.8880015511001014,0,0,"(0, 0)",0.46999999999999986,-0.28,0.47000000000000003,-0.87,-1.78,-0.26
22400366_47,0.6592907769672128,0,0,"(0, 0)",-0.67,3.21,-1.42,0.31,0.07,0.42000000000000015
22400991_577,-1.010276496268213,0,0,"(0, 0)",-1.68,2.83,-3.99,-0.11,-1.36,0.10999999999999988
22400047_179,-0.44119471940967897,0,0,"(0, 0)",0.0,1.44,-2.93,0.0,-0.44999999999999996,2.25
22400687_245,1.6439170809810715,0,0,"(0, 0)",-1.54,-2.8,-1.61,1.14,-3.32,-2.26
22400988_382,-1.5438311694030167,0,0,"(0, 0)",0.0,-0.03999999999999959,-1.9900000000000002,0.0,-1.25,-2.29
22401153_320,0.5655952710300984,0,0,"(0, 0)",-0.51,7.39,1.13,0.0,-0.3400000000000001,1.2400000000000002
22400988_50,-0.9587723098857115,0,0,"(0, 0)",-1.54,2.5300000000000002,-2.35,0.84,-1.25,-2.42
22400845_345,1.1592992928433734,0,0,"(0, 0)",-1.54,-0.22999999999999998,-1.7600000000000002,1.03,-0.48,4.41
22400682_151,0.8741167695871878,0,0,"(0, 0)",-1.22,0.93,-3.1399999999999997,-0.11,-1.3499999999999999,-1.0
22400085_301,0.6749954601342195,0,0,"(0, 0)",-1.68,7.109999999999999,-0.22,3.42,-1.12,-1.0499999999999998
22400713_313,-0.833063443477679,0,0,"(0, 0)",-0.22999999999999998,4.7,0.63,2.54,0.18000000000000005,-1.4300000000000002
22400612_20,0.7876864797968793,0,0,"(0, 0)",0.91,3.11,-0.84,1.96,-0.66,-0.06000000000000005
22400611_9,1.4728680742207292,0,0,"(0, 0)",0.0,5.2,-1.18,-0.87,-1.64,1.15
22400910_101,-0.11194130445388477,0,0,"(0, 0)",-0.9,-0.04,-0.76,0.0,-1.46,0.24
22400921_562,-0.9125933959853699,0,0,"(0, 0)",0.0,6.03,0.98,0.0,-1.28,-0.46
22400299_706,-0.5617246348923128,0,0,"(0, 0)",-0.91,-0.73,-1.3099999999999998,2.89,0.75,1.9200000000000002
22400851_387,-0.2611020807404803,0,0,"(0, 0)",0.91,2.88,-1.35,2.89,1.52,1.2000000000000002
22400970_301,-0.04733866028806737,0,0,"(0, 0)",-1.22,0.93,-2.4699999999999998,0.49,0.45000000000000007,-0.09
22401155_190,-0.623880028594541,0,0,"(0, 0)",0.0,3.0900000000000003,-3.53,0.0,-0.8999999999999999,-1.1099999999999999
22401226_529,0.7201346818500969,0,0,"(0, 0)",0.53,-1.22,-0.42,3.0,0.6900000000000001,1.47
22400936_333,0.1668762956325066,0,0,"(0, 0)",0.0,4.84,0.8499999999999999,1.31,-1.25,-0.03
22400402_383,0.45447091160811454,0,0,"(0, 0)",1.6400000000000006,-0.37,-0.73,4.85,-2.01,-0.01
22400838_41,0.8948532276875621,0,0,"(0, 0)",-3.4,4.7,1.52,0.83,0.11999999999999988,-1.4200000000000002
22400045_428,-0.050873522398734675,0,0,"(0, 0)",0.0,3.89,-1.9699999999999998,1.22,-0.66,-2.1399999999999997
22400346_290,0.5601592180332928,0,0,"(0, 0)",-2.18,3.88,-0.06,2.39,-0.95,1.8900000000000001
22400323_591,0.9797835940182166,0,0,"(0, 0)",4.2,3.56,-2.5,1.5,-0.1200000000000001,0.17
22400852_143,-0.1884226989742616,0,0,"(0, 0)",-0.43,9.66,-1.61,0.99,-0.29,-1.01
22400725_398,0.021440969030258588,0,0,"(0, 0)",-0.67,4.27,-2.65,0.8599999999999999,-0.94,-4.04
22400063_287,-0.1896789860207495,0,0,"(0, 0)",2.1,2.68,-1.78,0.74,-0.66,-0.51
22400139_88,-1.0643649827298227,0,0,"(0, 0)",0.0,4.63,0.15000000000000002,1.77,-0.62,-1.68
22400115_324,1.2517535348292481,0,0,"(0, 0)",0.06,-0.32,-1.67,0.41,-2.0300000000000002,1.27
22400264_484,-0.3197275795563163,0,0,"(0, 0)",0.06,1.8,-0.8299999999999998,0.51,-0.44999999999999996,-0.97
22400061_85,-0.8278920204301154,0,0,"(0, 0)",-0.43,8.46,-1.13,0.51,-0.44999999999999996,-0.67
22400557_432,1.3267682951150255,0,0,"(0, 0)",1.72,1.24,-0.73,-0.87,-1.64,1.22
22400086_424,-1.0156247432805805,0,0,"(0, 0)",-0.20999999999999996,0.91,-0.31,0.0,-2.13,0.24
22400060_4,-0.4153591819395048,0,0,"(0, 0)",-0.1,5.2,-1.18,0.33,-3.42,0.5299999999999999
22400133_277,1.0983479694193719,0,0,"(0, 0)",0.0,-0.8399999999999999,-1.67,3.1100000000000003,-0.8,-0.48
